,entity,author_name,overall_polarity
8458,Medivizor,Chocolatiere Phys,Negative
8462,Applying Data Practice four,Medscape Education,Negative
8463,two,Targeted Oncology,Negative
8464,Ennio hour,Kirk Kirlin,Negative
8466,Lin et al eJHaem CLLsm,Mike Thompson MD PhD FASCO,Negative
8467,CLL CLL,AstraZeneca,Negative
8468,anthonymatomd detail phase CLL CLLsm,Patient Empowerment Network,Negative
8469,two year forty,Targeted Oncology,Negative
8470,Leukaemia Care CLLSupport CLL next month Complete CLL,Leukaemia Care,Negative
8471,Abtract Hematologia,Biosimilar Today iMagazine,Negative
8472,one UNITY CLL,Toby Eyre,Postive
8473,CLL,Lymphoma Hub,Negative
8474,CLL ChronicLymphocyticLeukaemia Read,European Pharmaceutical Review,Postive
8476,Translational Research CLL Register two thousand and Paolo Ghia HallekMichael,ESH Haematology,Negative
8478,CLL Open CLL SLL,CLLSA,Negative
8483,Mumbai Hematology Group Details webinar,Rajesh Sharma,Negative
8484,Haematologica two thousand and twenty one hundred and five nine Julio Elias Campo,Jose Queizan,Negative
8485,two,Targeted Oncology,Negative
8486,Primary Care Providers tomorrow Guest Expert Facilitator Mark Kristjanson Register,CancerCare Manitoba,Negative
8488,CLL,Patient Empowerment Network,Negative
8489,CLL CLL Richard Furman BTK,Patient Power,Negative
8490,CLL Register today CME December four Drs Gribben Tedeschi Thompson,PeerView,Negative
8491,CLL CME two thousand and twenty Annual four,PeerView,Negative
8492,four CLL BTK,PeerView,Negative
8494,CLL,Patient Empowerment Network,Postive
8497,Recordatorio Algoritmo de Tratamiento Leucemia Linfatica CLL,Hematologia Salamanca,Negative
8498,Recordar el algoritmo de tratamiento de CLL,Hematologia Salamanca,Negative
8499,Marco Gonzalez Jefe de Servicio HematoCAUSA Guias CLL,Hematologia Salamanca,Negative
8500,CLL,Kathleen Hoffman,Negative
8501,today CLL,Sigrid Skanland,Postive
8503,Nitib Capsule Chronic nine billion eight hundred and thirtyseven million six hundred and five thousand seven hundred GenericMedicines Exporter,MCare Exports,Postive
8505,morning four PSE UTW Maths,Ashbridge Nursery Maxy Farm,Negative
8506,UK,CLL Society Inc,Postive
8507,Lin et al eJHaem CLLsm,Mike Thompson MD PhD FASCO,Negative
8508,This eighteen year ago VeteransDay two Vietnam,Matt Phillippi,Negative
8509,CLL ESHaematology,Michael Hallek,Negative
8510,CLL,Lymphoma Hub,Negative
8512,Translational Research CLL Experts Register Chairs,ESH Haematology,Negative
8513,APTO CC CLL one one ASH AML,Joe,Postive
8515,Blood American Society Hematology,Mraz Lab,Postive
8520,NICEComms CLL,CLLSA,Postive
8521,NICE CLL,LYMPHOMA MYELOMA CONNECT,Postive
8522,LLY APTO Announces Details Presentations BTKin CLL MCL NHLs ORAL,Helen Ong,Negative
8523,CLL Tune PatientPower Stacey Gray,Mass Eye Ear,Negative
8524,APTO CLL,Joe,Negative
8525,CLL,Nicolas Martinez,Postive
8526,CLL NICE obinutuzumab CLL,Toby Eyre,Postive
8527,English CLL SLL Venetoclax Ibrutinib obinutuzumab Scotland FCR,Deirdre,Postive
8528,CLL BTK MRD Brian Hill ClevelandClinic Watch Here,Patient Power,Negative
8534,CLL,Michele,Postive
8535,Great News CLL NICE CLLSupport UkCll LymphomaAction CllIreland CllSociety,CLL Advocates Network,Postive
8536,Irish CLL today UK,Michael Rynne,Negative
8537,CLL UK Nice Venetoclax JanRynne IPPOSI,CLL Ireland,Postive
8538,New Epcoritamab Genmab CLL,Lambrechts,Negative
8539,Leukemia Kirkland seventy day one hundred and five day,ChristosArgyropoulos,Postive
8541,Genetic Epigenetic RNA Laia Coll Cancer Epigenetics Group Bistue Functional Cytomics Group,Petriz Lab,Negative
8542,MHG Shifting Treatment Paradigm Management CLL Friday November two thousand and twenty seven nine Canada,Rajesh Sharma,Negative
8543,CLL CLL CLL Visit PatientPower,Patient Power,Negative
8545,kornacki khaki,Jeff Neurman,Negative
8547,CLL Thanks Kerry Rogers,Andrew Schorr,Postive
8548,CLL,Patient Power,Postive
8549,CLL,Christopher Steer,Negative
8550,CLL CLL John Pagel,Diverse Health Hub,Negative
8551,CLL Stacey Gray Register Today,Andrew Schorr,Postive
8552,week Life Goes Link Bio sll,Living Busy Life With Cancer,Negative
8553,Zur Anmeldung Bei Chronischen Lymphatischen Leukamie CLL Anderungen Erstlinientherapie Spannende Diskussion Webinar CLL Medizin Krebs CLL,MedMedia,Negative
8554,Learn CLL CLL,Diverse Health Hub,Negative
8555,Robin Weinick SVP November ten Solving Patient Diversity Problem Registration,DIA,Postive
8556,Great BIOSSFreiburg rituximab CLL,Prof John,Postive
8557,CLL,CLLSA,Negative
8558,Learn Comparing Leukemia,Medivizor,Negative
8559,Man Xing Xie Bing Xie Bing  cllHuan Zhe Jia Zu noHui Dou Bing  Gan Ran Yu Fang,SUMICA,Negative
8560,Zanubrutinib Plus,Oncology,Negative
8561,two thousand and twenty,Current Oncology,Negative
8562,VIDEO Treatment CLL Stevenson OncoAlert OncoAlert,VJHemOnc,Negative
8563,CLL,Kathleen Hoffman,Negative
8564,Congrats Keep CLL AML,Helix BioPharma,Postive
8565,one Covid,Persephone,Negative
8566,CLL Attiah Hossameldin Zoom two,ALLAB PSU,Negative
8569,Barbara Eichhorst OncoAlert CLL,VJHemOnc,Negative
8570,two thousand and,MMIT Network,Negative
8571,BloodJournal Ibrutinib CLL,chadi nabhan MD MBA FACP,Negative
8572,y'ty lywm AML CLL,ltthqyf,Postive
8573,CLL,chadi nabhan MD MBA FACP,Postive
8574,Key CLL Treatment Factors,Patient Empowerment Network,Negative
8575,Giacopelli Brian Global Epigenetics CLL,New OhioLINK ETDs,Negative
8582,GeneReviews,NCBI Bookshelf,Negative
8583,monthly eight pm ET five pm PT CLL CureLeukaemia LeukaemiaAus LLSAdvocacy EPCALM,AnCan,Postive
8584,DanaFarber,OncLive SOSS,Negative
8585,CLL CME December four,PeerView,Negative
8586,Efficacy Ibrutinib CLL,Benlazar Amine,Negative
8588,CLL Nathan Tirey,Heartland Cancer Foundation,Postive
8589,Last week Jessica Marini Oncology Resident Novel,MUSC Pharmacy Residency,Negative
8590,CME,Vindico Medical Education,Postive
8591,CLL AML,AbbVie US,Negative
8592,CLL AML,AbbVie,Negative
8593,The European Society Medical Oncology CLL LymphomaMatters,LymphomaAction,Negative
8594,November CLL UKlockdown,CLLSA,Negative
8596,Pharmacokinetics Venetoclax Patients,CureHuntr,Negative
8597,CLL CLL CllSociety CllSociety,CLL Advocates Network,Postive
8598,CLL HemOnc OncoAlert OncoAlert,VJHemOnc,Negative
8601,Christmas two thousand and twenty quarintena,Face To Face Market,Negative
8602,BTK CME,PeerView,Negative
8603,CLL,Health Content Collective HCC,Postive
8604,Kerry Rogers MD OhioState,HemOnc Today,Negative
8605,ASH,Jordan,Negative
8606,Bo Zhang,Lili Wang Lab,Negative
8607,Wu CLL,Lili Wang Lab,Negative
8608,CLL anthonymatomd et al median four ORR,Toby Eyre,Postive
8610,Hispanic Black Americans Cancer Zusia,Zusia Dr Jackie Volk,Negative
8614,ChronicLymphocyticLeukemia Hill ClevelandClinic CLL,Patient Power,Negative
8615,three CLL ELISA plasma inhibitor activity PIA,Joe,Negative
8617,FCR Binet CLL three,palliativewise,Negative
8622,VIDEO Relapse Catherine Wu DanaFarber OncoAlert,VJHemOnc,Negative
8623,two thousand and twentythree,Depp Gaikwad,Postive
8625,CLL Haematologica,Benlazar Amine,Negative
8626,Robin Weinick SVP November ten Solving Patient Diversity Problem Registration,DIA,Postive
8628,AML CLL PatientPower CureLeukaemia Cancers,AnCan,Postive
8630,Pallasch lab University hospital Cologne MPI Metabolism AKT CLL CLL,Christian Pallasch,Negative
8631,Miami one Chronic,Joe Dowdell,Postive
8632,CLL,CLLSA,Negative
8642,CLL,Kathleen Hoffman,Negative
8643,lymsm CLL CME today,RedMedEd,Postive
8645,WeillCornell ChronicLymphocyticLeukemia Richard Furman PatientPower second CARTCellTherapy CLL,WCM Lymphoma,Negative
8646,biologic drug,Maddy GlobalData Healthcare,Negative
8653,one hundred CLL,Bachar Samra MD,Negative
8654,five CLL Smaller,Toby Eyre,Postive
8655,CLL,Benlazar Amine,Negative
8656,Seymour MD CLL,OncLive SOSS,Negative
8657,New Targeted Agents Treatment Chronic,EurekaMag,Negative
8658,Brander,Targeted Oncology,Negative
8659,three MURANO rituximab CLL Arnon Kater Read CLL,Lymphoma Hub,Negative
8660,today one halloween,Jeff Neurman,Negative
8661,KurtinSandra AM EDT CLL AP,JADPRO,Negative
8662,Join KurtinSandra AM EDT CLL,APSHO,Negative
8666,CLL CLLsm,Patient Empowerment Network,Negative
8667,Farrukh Awan CLL,UTSW Simmons Comprehensive Cancer Center,Postive
8669,CLL Don lymsm,RedMedEd,Negative
8670,Ross Salvaris CLL,Future Oncology,Negative
8671,CLL,BioPharm Insight,Negative
8681,Robin Weinick SVP November ten Solving Patient Diversity Problem Registration,DIA,Postive
8682,Brander,Targeted Oncology,Negative
8683,Join Drs Gribben Jacbos Tedeschi Thompson December four PST CLL BTK,PeerView,Negative
8686,SEHHJoven CLL,Ana Bacelar,Negative
8688,Vitamin CLL CLL JECCR Full,Walaa,Negative
8693,Comparison Bruton CLL,Eduardo Flavio Oliveira Ribeiro,Negative
8694,dysphagia,Lymphoma Papers,Negative
8695,Blood American Society Hematology,Cytof Manchester,Negative
8696,Frontiers Method Analysis,Cytof Manchester,Negative
8699,CLLsm,Patient Empowerment Network,Negative
8700,CLL Begum Alankus Jurgen Ruland Leukemia Lymphoma,JExpMed,Negative
8701,Slab CLL,Concrete Logistics,Negative
8702,Read ShaiIzraeli Myeloma CLL,Public Cord Blood Bank Crete,Negative
8703,day La LEGEND CLL,CHELSEA DAKAR SUPPORTERS CLUB,Negative
8704,CLL October,Lymphoma Hub,Negative
8706,rituximab NonHodgkins,TBRC,Negative
8707,CLL,Kathleen Hoffman,Negative
8708,ARQL PR CLL fifteen APTO ASH one,Joe,Postive
8711,CLL,Blood Journal,Negative
8712,ten minute Jennifer Woyach,Patient Empowerment Network,Postive
8714,PM ET MRD BTK BTK Register,Research To Practice,Negative
8715,September CLL GioraSharf,CML AdvocatesNetwork,Negative
8716,BloodCancer COVID Recent international CLL,CLL Ireland,Negative
8717,CLL PaulMcauliffe Paschald josephamadigan SimonHarrisTD,Michael Rynne,Negative
8718,October AgentOrangeAwareness month two thousand and twelve CLL VietnamVets May,Courtney,Negative
8719,October ChronicLymphocyticLeukemia CLL,Patient Power,Negative
8720,CLL,Patient Empowerment Network,Negative
8721,CLL Watch CLL Pagel,Patient Empowerment Network,Negative
8722,little month Alexey Danilov CLL MedEd,LYMPHOMA MYELOMA CONNECT,Negative
8723,three Neil Love three Register,Research To Practice,Negative
8724,TG Therapeutics CLL,Ozmosi,Negative
8725,CLL Watch,Patient Empowerment Network,Negative
8726,ChronicLymphocyticLeukemia CLL CLL Chris ClevelandClinic,Patient Power,Negative
8727,Venetoclax Ibrutinib Patients Chronic Lymphocytic HOVON Erasmus MC,Kazem Nasserinejad,Postive
8728,Gastrointestinal Involvement,Balkan Medical Journal,Negative
8731,VIDEO Retrospective CLL Lydia Scarfo OncoAlert CLL,VJHemOnc,Negative
8734,two thousand and twenty To two thousand and twentythree,Depp Gaikwad,Postive
8735,CLL monthly Blood American Society Hematology,Talha Badar,Negative
8736,Davids,Targeted Oncology,Negative
8737,CLL,CellworksLife,Negative
8738,CLL MDS,CLL Advocates Network,Negative
8744,CardioOnc mclsm lysm CLL,Jose Sandoval MD FACP,Negative
8745,cll Bob Levis,donnashort,Postive
8746,Medivizor,HHF,Negative
8747,sll five year Dr Bryan,donnashort,Postive
8748,CLL,StressMarq,Negative
8749,CME Learn John Burke MD Manuel Santiago MD,Oncology CE,Negative
8750,Leukemia Acute Myeloid AML Acute Lymphocytic Myeloid Leukemia CML,Jacinto Convit World Organization,Postive
8751,Japanese,Lymphoma Papers,Negative
8758,CLL FCR three year,Dude,Negative
8759,Lymmcare thirteen CLL CLLsm,Yvonne van Batenburg,Negative
8761,FNCE two thousand and twenty FNCE two thousand CLL,Linda Gigliotti,Postive
8762,Katy Rezvani CLL,Patient Power,Negative
8763,ITP ITP Viral CLL,bluestatestuff,Negative
8764,two eighteen twenty one VHR CLL two Homeschool,Jan Rynne,Negative
8765,CLL Register webinar Jennifer Woyach CLLsm Register,Patient Empowerment Network,Negative
8766,CLL NOTCH Transformation Barr WilmotCancer,Patient Power,Negative
8767,one hundred CLL ninety fourteen twentyeight day,Literature Surveillance Team,Negative
8770,one one one John Allan ChronicLymphocyticLeukemia CLL OncLive,WCM Lymphoma,Postive
8771,CLL FluShot,Lauren Evoy Davis,Negative
8772,CLL Register webinar Jennifer Woyach CLLsm,Health Content Collective HCC,Negative
8773,Peggy thirteen year CLL two thousand and eight CLL,CancerCareMBFdn,Negative
8774,one one CLL,Berto,Negative
8775,CLL Tetrahedron unibirmingham OpenAccess,JSF Group,Negative
8776,CLL DNAmethylation Work JGW Patterson Foundation,CLL Epigenetics,Negative
8777,Blood American Society Hematology,Izaskun Zeberio,Negative
8778,ESH Translational Research Chronic,Didi Jasmin,Negative
8780,GC,ImmuneGCPapers,Negative
8781,three Leukemia Richard Furman WeillCornell,Lymphoma Leukemia Myeloma Congress,Negative
8782,Christinekw ZachBreeding CLL FNCE,Mindy Hermann,Postive
8784,BTK,Lymphoma Papers,Negative
8790,CLL CllIreland,Jan Rynne,Negative
8791,today CLL,Jan Rynne,Postive
8792,CLL,Clarence Thomas,Negative
8793,Dap two,Health Life Sci Research Teesside University,Negative
8794,CLL,Kathleen Hoffman,Negative
8795,OncoAlert Prognostic CLL three four two hundred and fifty CLLsm,Raul Cordoba MD PhD,Negative
8797,TGTX Umbralisib Learn,Wainwright Co,Negative
8798,John Seymour Andrew Roberts two thousand and twenty Ramaciotti Medal Excellence Venetoclax CLL,Leukaemia Foundation,Postive
8799,GGAL CLL,oxfe,Negative
8800,CLL American Society Hematology,Benlazar Amine,Negative
8801,APTO Inhibit BTK CLL AML,Joe,Postive
8802,TG Therapeutics FDA CLL regulatoryaffairs,BioPharma Global,Negative
8803,Blood American Society Hematology,Eduardo Flavio Oliveira Ribeiro,Negative
8804,CLL Blood Advances American Society Hematology CLL,Michael,Negative
8805,CLL,Blood Advances,Negative
8806,Sandra Kurtin PhD today CLL,JADPRO,Negative
8807,CLL FightCancer,Michael Hallek,Postive
8808,November two thousand and twenty Chairs Jennifer Michael Hallek ESHCONFERENCES,ESH Haematology,Negative
8809,TG Therapeutics FDA CLL,BioTuesdays,Negative
8810,CLL,AlphaBronze,Negative
8811,Mantle Cell WhatsApp,Shifa Drug,Negative
8812,one CLL two CNE one,RedMedEd,Postive
8813,CLL Barbara Eichhorst KjetilTasken,Sigrid Skanland,Postive
8815,CLL Ireland,CLL Ireland,Negative
8821,ErleneSeymour discus kinase BTK BTK,OncLive SOSS,Negative
8822,CLLSociety John Pagel ASH two thousand and nineteen Sameer Parikh Monoclonal MBL five age forty MBL CLL,CLL Society Inc,Negative
8823,two hour CML AML CLL,Bioevents Sharing Biomed Knowledge,Postive
8826,Zanubrutinib Zanubrutinib FL,Mahmoud Aljurf,Negative
8827,CDC,sandi wear mask save someone anyone,Negative
8828,TGTherapeutics Roche,HemOnc Today,Negative
8829,Novel Agents,The Oncologist,Negative
8830,FDA,Raymond DuBois,Negative
8832,FDA,Targeted Oncology,Negative
8833,Susan Brien CLL,Patient Empowerment Network,Negative
8835,TGTX TG Therapeutics Announces Fast Track Designation Granted FDA Ublituximab TGTX CLL,BiopharmIQ Amp,Negative
8836,CLL,CellworksLife,Negative
8837,one Chronic one Canada month US SaraGideon SenatorCollins,Bill Both,Postive
8839,Only eight hour Leukemia CLL BloodCancer,Larry Updike,Negative
8840,Ross Salvaris CLL,Future Oncology,Negative
8841,CLL BloodJournal Belfast City Hospital CLL Follow,QUB Blood Cancer Research,Negative
8843,TGTX TG Therapeutics Announces Fast Track Designation Granted FDA Ublituximab,Biotech Tech Stock Focus,Negative
8844,Begum Alankus Jurgen Ruland Leukemia Lymphoma,JExpMed,Negative
8845,CLL,Journal NCCN,Negative
8846,TG Therapeutics Reports,Quant Data,Negative
8847,klarer sig tiden KraeftensBekaempelse AML CLL,LyLe Foreningen,Postive
8848,USFDA CLL three,TG Therapeutics,Postive
8850,NASDAQ TGTX Protagonist TG Therapeutics Announces Fast Track Designation Granted FDA Ublituximab Combination Umbralisib Treatment Adult Patients Chronic,Preticks,Negative
8851,TGTX FDA CLL,BondJamesBond,Negative
8852,TGTX TG Therapeutics Announces Fast Track Designation Granted FDA Ublituximab Leukemia TG Therapeutics,dough,Negative
8853,TGTX October,Flash Alert,Negative
8854,TGTX Announces Fast Track Designation Granted FDA Ublituximab Combination Umbralisib Treatment Adult Patients Chronic,Bio,Negative
8855,TGTX TG Therapeutics Announces Fast Track Designation Granted FDA Ublituximab,Stock Titan,Negative
8856,Catherine Geneva PEEK Study Neil Mathews CLL Leukemia LeukemiaOz Peter Hillman LeedsHospitals,Julie McCrossin AM,Negative
8857,Sharon Winton PBS Lymphocytic CLL tonight,Julie McCrossin AM,Postive
8858,MC webinar tonight UK Australian CLL Peter Hillman LeedsHospitals,Julie McCrossin AM,Negative
8862,AML CLL,LyLe Foreningen,Postive
8866,one,hematologist,Negative
8867,CLL Cll,Mazyar Shadman MD MPH,Negative
8868,half Haematologica Journal Foundation Zusia,Zusia Dr Jackie Volk,Negative
8869,chr,Medivizor,Negative
8870,ChronicLymphocyticLeukemia CLL CLL MicheleNadeemB Robin Katz LurieCancer,Patient Power,Postive
8871,Grab Mask one Chronic one Thanksgiving Cancer Research Help,Show Me Nourish,Negative
8872,Leukemia,Medivizor,Negative
8873,Onc,DESIREE CLEGG,Negative
8875,Venetoclax Venex Venclyxto CLL SLL myeloid AML,David Wang,Postive
8876,New Article Alert Chronic Malignanc,Journal American Society Cytopathology,Negative
8877,Shuo Ma MD BTK,OncLive SOSS,Negative
8878,two CML AML CLL,Bioevents Sharing Biomed Knowledge,Postive
8879,CLL,Haematologica,Negative
8891,rituximab VenR CLL,OncologyNurseAdvisor,Negative
8892,CLL Checkout Michele CLL FacebookWatch PatientPower CLL GeneticTesting,Michele,Negative
8894,CLL today,PeerView,Postive
8895,CLL Andreas Agathangelidis OncoAlert OncoAlert CLL,VJHemOnc,Negative
8896,Richard Furman ChronicLymphocyticLeukemia CLL CC PatientPower,WCM Lymphoma,Negative
8898,CLL OncoAlert,Mariana Brandao,Negative
8899,CLL,Annals Oncology,Negative
8900,kun Vaer LyLe,LyLe Foreningen,Postive
8901,next webinar Friday October Samir Agrawal QMUL BartsHospital London Register CLL,CLLSA,Postive
8902,two three Better Than one,EurekaMag,Negative
8903,Matthew Davids MD DanaFarber Ibrutinib Umbralisib CLL CLLsm MCLsm hemeonc,Journal NCCN,Negative
8904,CLL CLL CLL Leslie Powell Robin Katz LurieCancer,Patient Power,Postive
8905,VIDEO Current CLL Lydia Scarfo OncoAlert CLL,VJHemOnc,Negative
8906,Nathan CLL Nathan one,David Cohn MD MBA,Postive
8907,Join Oct ET CLL Nicole Lamanna ColumbiaMed Send Questions,Patient Power,Negative
8908,one Tuesday BP,Coach Bill,Negative
8909,Seymour MD CLL,OncLive SOSS,Negative
8910,CLL,Kathleen Hoffman,Negative
8911,Novel Agents,Oncology Board,Postive
8912,CLL HemOnc OncoAlert OncoAlert CLL,VJHemOnc,Negative
8914,Novel Agents,HAM,Negative
8915,Yi Lu Lin Ba Yan   Lymphoma Luchshii CLL ystkhdm hdh ldw lGdd,World Cancer medicine,Negative
8916,VIDEO CLL Dimitar Efremov HemOnc OncoAlert OncoAlert CLL,VJHemOnc,Negative
8917,Pulmonary,Cardio Medicine,Negative
8918,Tatjana European Research Initiative CLL ERIC International Meeting October twenty CLL Ericllorg,UK Chronic Lymphocytic Leukaemia CLL Forum,Negative
8919,Anticancer ER CLL,Journal Cancer Research,Negative
